Sector	SS	Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance
Fore	D	2905	????	C569520-A		Ni Pr Co		500		M6 III	{ +0 }	(B41+2)	[751E]		8	88
Fore	D	2907	????	C466102-9	S	Lo		220		DF M2 V	{ -1 }	(801+1)	[2124]		8	8
Fore	D	2910	????	D5A5654-7		Fl Ni		600		K1 V	{ -3 }	(651+3)	[6357]		10	90
Fore	D	3003	????	B42057A-B		De Po Ni He		110		A8 III F2 V	{ +1 }	(746+0)	[261D]		5	168
Fore	D	3006	????	B69A577-9		Wa Ni		200		K7 V	{ +0 }	(944+1)	[4519]		5	144
Fore	D	3107	????	C7BA9DJ-9	S	Fl Hi Wa In Co Co	R	131		M4 III	{ +1 }	(B84-5)	[6A2C]		16	-1760
Fore	D	3108	????	A454124-E		Lo		720		K8 V M1 V BD M6 VI	{ +1 }	(901+3)	[622D]		10	27
Fore	D	3201	????	C540635-5		De Po Ni He		30?		K1 V	{ -2 }	(651+1)	[84A9]		2	30
Fore	D	3204	????	B489631-9		Ni Ri Sa		911		F0 V M3 V DM	{ +1 }	(A52+2)	[9768]		14	200
Fore	D	3205	????	C866578-5		Ag Ni Ga Pr		200		F4 IV	{ -1 }	(640-3)	[7474]		11	-72
Fore	D	3206	????	E422203-9		Lo Po He Co		100		F6 V	{ -2 }	(811-3)	[1128]		6	-24
Fore	E	0112	????	C643785-5		Po Pi		81?		A0 V	{ -1 }	(565-3)	[4644]		10	-450
Fore	E	0113	????	C788200-7	S	Lo		700		F2 III	{ -2 }	(211+4)	[3117]		8	8
Fore	E	0116	????	C57527B-7		Lo		80?		K9 V	{ -2 }	(511-1)	[3133]		10	-5
Fore	E	0211	????	D773599-5		Ni Co Tu		400		K6 V BD	{ -3 }	(340+3)	[9258]		8	36
Fore	E	0212	????	C67A444-9	S	Wa Ni		500		M8 V BD	{ -1 }	(331+3)	[4386]		4	27
Fore	E	0213	????	A548155-D		Lo Co		300		K7 V M1 V	{ +1 }	(401+1)	[125C]		8	4
Fore	E	0214	????	C8C4768-7		Fl		200		G2 V M6 VI	{ -1 }	(869+4)	[6656]		10	1728
Fore	E	0218	????	B68358B-B		Ni Pr Ho Tr		40?		G8 V DM M4 V	{ +1 }	(745+1)	[367A]		4	140
Fore	E	0312	????	C666622-8		Ag Ni Ga Ri		32?		A3 II	{ +0 }	(553+1)	[8635]		6	75
Fore	E	0411	????	B99A344-9		Lo Wa		520		M9 V BD BD BD	{ +0 }	(C21-2)	[1326]		8	-48
Fore	E	0412	????	D68A777-3		Wa Ri Ho		900		A5 V	{ -1 }	(567-3)	[7655]		8	-630
Fore	E	0418	????	B7C5565-B	S	Fl Ni		430		G8 V	{ +1 }	(C45+2)	[664E]		13	480
Fore	E	0513	????	B300666-7	N	Va Na Ni		600		A1 V	{ -1 }	(953+4)	[2544]		6	540
Fore	E	0516	????	D79A542-7		Wa Ni		120		A1 V	{ -3 }	(840+2)	[427B]		10	64
Fore	E	0517	????	B540497-8		De Po Ni He		910		K1 V	{ -1 }	(934+0)	[638B]		12	108
Fore	E	0520	????	E9C5995-8		Fl Hi In		500		K0 V	{ -1 }	(688-3)	[585C]		8	-1152
Fore	E	0612	????	C5248CD-7	S	Ph Pi	R	700		F4 V	{ -1 }	(273-5)	[7769]		6	-210
Fore	E	0712	????	XFC8753-4		Fl Ho	R	410		K7 V BD M4 V	{ -2 }	(764+0)	[B521]		13	168
Fore	E	0716	????	C698014-3		Sa		001		G2 V DM M4 V	{ -2 }	(802-2)	[0000]		9	-32
Fore	E	0717	????	D56688C-5	S	Ph Pa Ri	A	610		DK BD	{ -1 }	(777+1)	[5756]		12	343
Fore	E	0720	????	E200401-A		Va Ni		730		F4 V M1 V M5 VI K3 V M1 V	{ -1 }	(731-1)	[831B]		6	-21
Fore	E	0814	????	E000300-6		As Lo Co		321		K9 V BD	{ -3 }	(A21-3)	[314B]		12	-60
Fore	E	0815	????	B000433-B	N	As Ni Sa		330		G3 V	{ +1 }	(C34+5)	[257B]		11	720
Fore	E	0818	????	C100768-9	S	Va Na Pi		50?		F3 V	{ +0 }	(867-3)	[7765]		7	-1008
Fore	E	0819	????	C3318A9-7		Na Po Ph		910		F4 V M9 V M9 VI BD	{ -1 }	(A77-2)	[B71B]		8	-980
Fore	E	0820	????	C15068C-9		De Po Ni	A	310		K2 V	{ -1 }	(954-2)	[6547]		6	-360
Fore	F	0911	????	D658100-3	S	Lo		600		K2 IV BD	{ -3 }	(501-1)	[2135]		4	-5
Fore	F	0914	????	B575756-7		Ag Pi		700		F1 V M0 V	{ +1 }	(66B+1)	[58A9]		7	396
Fore	F	0915	????	E510676-5		Na Ni		400		G6 V	{ -3 }	(550-3)	[6318]		11	-75
Fore	F	0919	????	E300231-4		Va Lo Ho		910		F3 V M7 V K2 V	{ -3 }	(711-1)	[1187]		12	-7
Fore	F	1012	????	D795556-5	S	Ag Ni		120		G0 VI K3 V BD	{ -2 }	(444+3)	[1343]		13	192
Fore	F	1016	????	D720210-6		Lo De Po He Ho		330		F4 V K3 V M2 V	{ -3 }	(711+2)	[5193]		14	14
Fore	F	1111	????	A647668-B		Ag Ni Co Tu		430		G3 V M5 VI	{ +2 }	(853-4)	[887B]		10	-480
Fore	F	1112	????	B64559E-A	S	Ag Ni Co Tu	R	710		K3 V M0 V	{ +2 }	(748+2)	[673E]		11	448
Fore	F	1115	????	C456633-9		Ag Ni		700		K3 V BD	{ +0 }	(555-1)	[261C]		11	-125
Fore	F	1212	Zdovesil	A65588A-9	KM	Cp	
Fore	F	1214	????	EEDA532-7		Ni Ho		510		B6 V	{ -3 }	(540+5)	[624B]		10	100
Fore	F	1216	????	A233522-D	S	Po Ni		20?		F2 V M6 V	{ +1 }	(445-5)	[663D]		6	-400
Fore	F	1218	????	CBB5879-4		Fl Ph		420		G5 V M2 VI	{ -1 }	(977+0)	[8751]		10	441
Fore	F	1312	????	B9A5645-B		Fl Ni		910		K4 V BD	{ +1 }	(756-4)	[876F]		14	-840
Fore	F	1314	????	CA65656-8		Ag Ni Ri		800		F3 V	{ +0 }	(452+0)	[6678]		8	40
Fore	F	1316	????	C534300-7		Lo		820		F5 V K2 V	{ -2 }	(521+4)	[417A]		10	40
Fore	F	1317	????	B140142-8		Lo De Po Co		520		M3 V BD	{ -1 }	(601-2)	[1148]		8	-12
Fore	F	1319	????	D9DA777-4				400		F0 V BD	{ -2 }	(96A-2)	[5556]		3	-1080
Fore	F	1411	????	C410786-9		Na Pi Co		500		K3 V BD	{ +0 }	(96A-3)	[A778]		5	-1620
Fore	F	1412	????	D687344-3	S	Lo Ga Ho Tr		400		K9 V	{ -3 }	(821+0)	[7173]		9	16
Fore	F	1416	????	C300569-6		Va Ni		310		F4 IV BD	{ -2 }	(842-2)	[8337]		14	-128
Fore	F	1419	????	A5A9734-E	N	Fl Sa		101		K1 IV	{ +2 }	(56D+0)	[699A]		6	390
Fore	F	1519	????	E659102-5		Lo		300		A0 V K0 VI DK	{ -3 }	(B01+1)	[1184]		10	11
Fore	F	1612	????	D300458-8		Va Ni		400		K2 IV	{ -3 }	(932+0)	[8137]		12	54
Fore	F	1617	????	D8A29DE-5		Fl Hi In He Ho	R	320		A0 V K0 V	{ -1 }	(685-2)	[8891]		11	-480
Fore	F	1618	Tlebria	??????-?			
Fore	F	1619	????	E594876-2		Ph Pa Pi		320		K7 V BD BD	{ -2 }	(777-3)	[8631]		7	-1029
Fore	F	1620	????	E100484-7		Va Ni Co Sa		111		K1 V	{ -3 }	(632+3)	[2167]		6	108
Fore	G	1712	????	BEE8267-9		Lo		510		M0 V	{ +0 }	(511+4)	[1224]		12	20
Fore	G	1813	????	B7A5355-C		Fl Lo Ho		21?		K5 V BD BD	{ +1 }	(221+2)	[1449]		6	8
Fore	G	1815	????	A100999-C	S	Va Na Hi In		600		F2 II K1 V	{ +3 }	(589+1)	[BC5F]		4	360
Fore	G	1816	????	A76AABG-E	N	Hi Wa Co	R	100		M5 VI	{ +3 }	(797-5)	[8D3J]		4	-2205
Fore	G	1817	????	C210652-7		Na Ni Ho		730		G5 V	{ -2 }	(553+3)	[B437]		10	225
Fore	G	1915	????	C220654-7	S	Na De Po Ni		43?		F8 VI G9 VI K8 VI M4 V	{ -2 }	(A53-2)	[2437]		9	-300
Fore	G	1920	????	A647532-D		Ag Ni Ho Co Tr		100		O9 III	{ +2 }	(344-4)	[676D]		12	-192
Fore	G	2017	????	C54646B-6		Ni Pa Ho		32?		K7 V BD	{ -2 }	(A32+1)	[6246]		8	60
Fore	G	2113	????	C47A345-7	S	Lo Wa		200		F3 V BD	{ -2 }	(721+1)	[414A]		11	14
Fore	G	2211	????	B677343-8		Lo Ho Tr		600		G1 V M7 V	{ -1 }	(321+3)	[124A]		9	18
Fore	G	2214	????	E431553-9		Po Ni		400		F3 V M0 V	{ -2 }	(440-1)	[4358]		9	-16
Fore	G	2311	????	A5229BD-B	NS	Na Hi Po In He	R	100		B3 V	{ +4 }	(A86+1)	[9D1D]		10	480
Fore	G	2320	????	A852435-8		Po Ni		910		K1 III M2 V BD	{ -1 }	(930+0)	[233C]		9	27
Fore	G	2412	????	B247887-8		Ph Pa Pi		200		F3 III	{ +0 }	(478+5)	[984B]		10	1120
Fore	H	2517	????	B59A522-C	S	Wa Ni		300		F3 V M8 VI	{ +1 }	(744+3)	[A619]		4	336
Fore	H	2518	????	A573EFF-F		Hi In	R	600		M7 V	{ +3 }	(8D7+2)	[EH5E]		4	1456
Fore	H	2520	????	A896378-A	S	Lo		400		O2 Ib G5 V K3 V	{ +1 }	(A21-1)	[344D]		7	-20
Fore	H	2611	????	A734152-D		Lo Sa		510		A3 V K8 VI	{ +1 }	(501-1)	[524G]		14	-5
Fore	H	2613	????	C656037-7		Ga		000		K1 V BD M7 VI M1 V	{ -2 }	(B02+1)	[0000]		10	22
Fore	H	2614	????	E9A5312-6		Fl Lo Co		200		A6 III	{ -3 }	(421+2)	[1178]		7	16
Fore	H	2615	????	C000479-8		As Ni		500		G6 V BD	{ -2 }	(630+1)	[5229]		9	18
Fore	H	2616	????	AEF8478-C		Ni Co		410		M5 V	{ +1 }	(936+3)	[556C]		11	486
Fore	H	2712	????	E651343-7		Lo Po		800		K6 V	{ -3 }	(421+0)	[315A]		9	8
Fore	H	2715	????	C300AFC-A		Va Na Hi In Co	R	131		G0 V	{ +2 }	(99C+0)	[CC57]		9	972
Fore	H	2811	????	B695579-B	N	Ag Ni		600		M2 V BD BD BD BD	{ +2 }	(543-4)	[576E]		8	-240
Fore	H	2812	????	D41036B-8	S	Lo Co		610		F4 V	{ -3 }	(721-3)	[4157]		9	-42
Fore	H	2814	????	DDB8352-4		Fl Lo Ho		500		A8 V	{ -3 }	(221+3)	[7163]		9	12
Fore	H	2820	????	E30037B-7		Va Lo		630		K8 V	{ -3 }	(721+0)	[6154]		12	14
Fore	H	2920	????	D579566-4		Ni Ho		430		DK M0 V	{ -3 }	(740+3)	[9266]		10	84
Fore	H	3013	????	B9D8665-6		Ni Sa		530		M5 V M7 VI	{ -1 }	(552+0)	[3525]		12	50
Fore	H	3014	????	B5A7100-C	N	Fl Lo		600		G2 IV	{ +1 }	(601+4)	[128C]		5	24
Fore	H	3015	????	B554956-9	S	Hi Ho		130		K6 V BD	{ +2 }	(A8A+2)	[CB39]		10	1600
Fore	H	3018	????	E9DA586-5		Ni		500		M0 V	{ -3 }	(640+3)	[5273]		7	72
Fore	H	3020	????	C222761-7	S	Na Po Pi		930		G9 V	{ -1 }	(267-1)	[6618]		9	-84
Fore	H	3111	????	B245120-8	N	Lo Co		300		DG	{ -1 }	(501-3)	[5119]		8	-15
Fore	H	3115	????	C655410-7	S	Ni Ga Pa Sa		701		A6 V	{ -2 }	(630-2)	[9237]		12	-36
Fore	H	3116	????	C130351-C		Lo De Po Co		921		K7 V M4 VI BD	{ +0 }	(721+3)	[1348]		7	42
Fore	H	3119	????	B610110-A	NS	Lo		220		A9 V K6 VI	{ +2 }	(801-1)	[2359]		12	-8
Fore	H	3212	????	C720452-B		De Po Ni He Ho		600		K8 V	{ +0 }	(A34+1)	[245C]		10	120
Fore	H	3214	????	C7655A9-7		Ag Ni Ga Pr		800		F3 V M1 V	{ -1 }	(742+0)	[6447]		6	56
Fore	H	3215	????	C200337-9		Va Lo		43?		A5 V K4 V	{ -1 }	(821+1)	[325B]		13	16
Fore	H	3217	????	E62468B-7		Ni Fr Sa		321		M0 V BD	{ -3 }	(950-2)	[7357]		14	-90
Fore	I	0129	????	C431210-A	S	Lo Po Co		720		F0 V	{ +0 }	(D11-3)	[226B]		8	-39
Fore	I	0130	????	D310664-7	S	Na Ni Ho		110		K1 V BD	{ -3 }	(250+1)	[7383]		9	10
Fore	I	0223	????	B789564-C		Ni Pr Sa		900		G8 V	{ +1 }	(247+4)	[566A]		7	224
Fore	I	0224	????	E557676-1		Ag Ni Ho		530		O3 V G5 VI	{ -2 }	(550+1)	[5485]		9	25
Fore	I	0226	????	D868203-8		Lo		300		M6 II	{ -3 }	(911+0)	[4178]		7	9
Fore	I	0227	????	C654151-6		Lo Co Tu		800		F7 V	{ -2 }	(501+4)	[4134]		5	20
Fore	I	0422	????	A568888-A	NS	Ph Pa Ri Ho		200		F1 V	{ +4 }	(97A+0)	[AC9B]		7	630
Fore	I	0424	????	A444450-F	N	Ni Pa		700		K1 V	{ +1 }	(835+4)	[755B]		8	480
Fore	I	0426	????	E63359B-3		Po Ni	A	720		M8 II	{ -3 }	(541+2)	[7241]		9	40
Fore	I	0526	????	E412651-8		Ic Na Ni		930		K6 V M2 V BD	{ -3 }	(751-1)	[7379]		15	-35
Fore	I	0527	????	C43889C-6		Ph Co	A	101		K7 V BD	{ -1 }	(579+2)	[A79A]		6	630
Fore	I	0623	????	A877734-B	NS	Ag Pi		300		O7 V K7 VI K4 V F4 V	{ +4 }	(46C-3)	[5B38]		5	-864
Fore	I	0723	????	E556675-2		Ag Ni Co		800		M5 V	{ -2 }	(851+0)	[5453]		13	40
Fore	I	0730	????	E430568-9		De Po Ni		200		F5 III M6 V	{ -2 }	(442-2)	[1369]		8	-64
Fore	I	0822	????	D73768C-6	S	Ni Co	A	700		G6 II	{ -3 }	(850-1)	[B379]		4	-40
Fore	I	0825	????	E120400-B		De Po Ni		600		M1 II	{ -1 }	(B34-2)	[7369]		4	-264
Fore	J	0926	????	E258875-4		Ph Pa		930		K0 V BD M8 V	{ -2 }	(973+2)	[9643]		13	378
Fore	J	0930	????	A433120-B		Lo Po		900		K5 V BD	{ +1 }	(A01-3)	[226B]		3	-30
Fore	J	1026	????	A851599-8		Po Ni		130		K2 V DM M0 V	{ -1 }	(544-2)	[3458]		10	-160
Fore	J	1124	????	C62759D-5		Ni	R	920		A6 III K4 V M7 V	{ -2 }	(741+5)	[1327]		9	140
Fore	J	1126	????	B000769-B		As Na Pi Ho		600		K8 V	{ +2 }	(76B-1)	[39AC]		11	-462
Fore	J	1224	????	C220CEF-C	S	Na Hi De Po In Ho	R	330		F7 III	{ +2 }	(6BC+0)	[9E2H]		10	792
Fore	J	1325	????	D445464-6		Ni Pa Re		730		F0 V	{ -3 }	(731+5)	[1164]		10	105
Fore	J	1329	????	C440520-A		De Po Ni He Co		230		F7 V M6 VI	{ +0 }	(942-3)	[3565]		11	-216
Fore	J	1330	????	B120853-C	N	Na De Po Ph Pi		130		K6 V	{ +2 }	(A7C-3)	[7A3C]		12	-2520
Fore	J	1422	????	C876334-4		Lo		910		K0 V BD	{ -2 }	(A21-3)	[3194]		6	-60
Fore	J	1423	????	E530303-9		Lo De Po		330		M8 V	{ -2 }	(D21+4)	[516C]		14	104
Fore	J	1426	????	C8A7478-5		Fl Ni		91?		A6 V	{ -2 }	(730+1)	[5238]		9	21
Fore	J	1427	????	A898574-8	S	Ag Ni		600		A2 V G8 VI K0 V	{ +0 }	(946+3)	[A56A]		12	648
Fore	J	1428	????	C420CFG-E		Na Hi De Po In He Co	R	601		K2 V	{ +2 }	(4BB+2)	[CE1B]		10	968
Fore	J	1429	????	E459001-5		Ho Sa		021		A4 V M1 V K8 VI	{ -3 }	(905+4)	[0000]		12	180
Fore	J	1523	????	D255478-6		Ni Pa		430		F5 V M2 V	{ -3 }	(832+3)	[613A]		6	144
Fore	J	1528	????	B22358D-B		Po Ni Co	A	100		K7 V	{ +1 }	(744-2)	[564D]		6	-224
Fore	J	1622	????	B767200-C		Lo Ga		900		G2 II BD M2 V	{ +1 }	(611-3)	[3339]		8	-18
Fore	J	1628	????	A754400-B	S	Ni Pa		920		K4 V BD	{ +1 }	(A35-4)	[5538]		10	-600
Fore	J	1630	????	E767534-6		Ag Ni Ga Pr Ho Tr		920		K3 II	{ -2 }	(643-2)	[3387]		11	-144
Fore	K	1724	????	B443877-7	S	Po Ph Pi		410		F6 V	{ +0 }	(875+0)	[5816]		9	280
Fore	K	1725	????	A8837BA-9		Ri Co Tu	A	230		F9 V DK	{ +2 }	(E69-1)	[3958]		7	-756
Fore	K	1726	????	C366334-7		Lo		50?		A9 Ia K8 V	{ -2 }	(821+0)	[6156]		4	16
Fore	K	1728	????	A7A6520-D	N	Fl Ni		800		M6 II BD	{ +1 }	(943-3)	[564E]		12	-324
Fore	K	1729	????	C656A9A-8		Hi Ga		720		K8 V BD BD	{ +0 }	(E97+1)	[EA79]		8	882
Fore	K	1822	????	B21069B-7		Na Ni Co	A	701		M4 V	{ -1 }	(353+3)	[856A]		7	135
Fore	K	1828	????	A5687A7-9	N	Ag Ri Ho		820		O8 V	{ +3 }	(E6D+1)	[6A56]		13	1092
Fore	K	1926	????	D510469-4	S	Ni		500		F7 IV M6 V	{ -3 }	(730+5)	[7165]		8	105
Fore	K	1927	????	X767686-?		Ag Ni Ga Ri	R	600		A0 V	{ -1 }	(750+2)	[4531]		7	70
Fore	K	2021	????	CDFA466-8		Ni Ho		630		G6 V	{ -2 }	(730+1)	[9279]		6	21
Fore	K	2022	????	A63156A-D		Po Ni Co		510		F3 V K3 V	{ +1 }	(A47-3)	[465D]		6	-840
Fore	K	2023	????	C88A88A-7	S	Wa Ph Ri Co		700		M9 V BD M8 VI	{ +0 }	(478+1)	[9883]		4	224
Fore	K	2121	????	B58A588-B		Wa Ni Pr Co		320		M6 V BD	{ +1 }	(E46+0)	[265A]		10	336
Fore	K	2123	????	C7A5799-7	S	Fl		500		DM M3 V	{ -1 }	(664+2)	[567B]		3	288
