Sector	SS	Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W	RU
????	?	????	????	B572543-8		He Ni		302	Im	A0 III K1 V	{ -1 }	(A42-4)	[44A8]	B	8	-320
????	?	????	????	C322963-9	S	He Hi Na In Po		308	Im	A1 V	{ +1 }	(H88+1)	[7A8B]	BE	16	1088
????	?	????	????	D8B6468-7		Fl Ni Co		323	Im	K2 V M8 VI	{ -3 }	(631+3)	[4166]	B	10	54
????	?	????	????	E554546-5		Ni Ag Fa		916	Im	DK BD	{ -2 }	(544-1)	[6312]	BC	12	-80
????	?	????	????	D477488-5	S	Ni Pa Ho		501	Im	F6 V	{ -3 }	(930-2)	[2134]	Bc	10	-54
????	?	????	????	A300456-E		Va Ni		332	Im	G0 IV DK	{ +1 }	(C33+0)	[558C]	B	14	108
????	?	????	????	C533845-5	S	Ph Na Po Fa		207	Im	B1 III G9 V F6 V	{ -1 }	(77A-1)	[6756]	Be	17	-490
????	?	????	????	B264343-C		Lo Co Fa		826	Im	A0 V	{ +1 }	(H21-3)	[5449]	B	17	-102
????	?	????	????	D7998CC-2	S	Ph Pi Co	R	526	Im	K0 V M9 VI M4 VI	{ -2 }	(878-2)	[A692]	BDe	16	-896
????	?	????	????	B100332-9	NS	Va Lo Fa		921	Im	K4 VI BD BD	{ +1 }	(D21-2)	[4454]	B	12	-52
????	?	????	????	C540125-6		De He Lo Po		20A	Im	K8 V BD	{ -2 }	(701-3)	[1125]	B	18	-21
????	?	????	????	C110836-A	S	Ph Na Pi Co		614	Im	G9 IV M2 V	{ +1 }	(E75-1)	[797D]	BDe	13	-490
????	?	????	????	D8A7444-8	S	Fl Ni Co		212	Im	M6 V	{ -3 }	(A30+0)	[518A]	B	13	30
????	?	????	????	C564868-6	S	Ph Pa Ri		207	Im	M6 V	{ +0 }	(779+1)	[6896]	BcCe	13	441
????	?	????	????	C247510-5		Ni Ag Fa		507	Im	A5 II	{ -1 }	(840-3)	[7484]	BC	14	-96
????	?	????	????	E400644-8		Va Ni Na		206	Im	K2 V DM	{ -3 }	(D52+1)	[5368]	B	12	130
????	?	????	????	B453642-A	NS	Ni Po Co		425	Im	K1 V BD	{ +2 }	(H54+1)	[9867]	B	13	340
????	?	????	????	D466985-7	S	Hi Pr Ri		708	Im	K0 V BD	{ +0 }	(983+2)	[A933]	BcCE	15	432
????	?	????	????	C7667BB-3		Ga Ag Ri Co	R	226	Im	K4 V	{ +1 }	(768+0)	[9894]	BC	16	336
????	?	????	????	B661100-8		Lo		325	Im	A9 V	{ -1 }	(A01-2)	[3188]	B	11	-20
????	?	????	????	C5418A8-4	S	He Ph Pi Po Fa		727	Im	K0 VI BD BD M1 VI	{ -1 }	(873-2)	[5752]	BDe	20	-336
????	?	????	????	B543321-A		Lo Po Fa		408	Im	F6 V	{ +1 }	(G21-3)	[4449]	B	18	-96
????	?	????	????	C33557C-8		Ni		717	Im	K6 V M9 V	{ -2 }	(D41-1)	[3326]	B	17	-52
????	?	????	????	A344489-E		Ni Pa		802	Im	F5 V K5 VI M2 VI	{ +1 }	(D32-3)	[556D]	Bc	8	-234
????	?	????	????	D55A945-8		Wa Hi Co		502	Im	M9 VI	{ -1 }	(584-5)	[6829]	BE	11	-800
????	?	????	????	A668312-8		Lo		502	Im	K7 V BD BD	{ -1 }	(721+2)	[2275]	B	12	28
????	?	????	????	C200443-A	S	Va Ni Ho		813	Im	K7 V	{ +0 }	(F36+1)	[346B]	B	15	270
????	?	????	????	E59787B-1		Ph Pa Pi		93A	Im	K2 V	{ -2 }	(676+3)	[6621]	BcDe	23	756
????	?	????	????	D78A103-6	S	Wa Lo		226	Im	K8 V M5 VI	{ -3 }	(801-1)	[113B]	B	21	-8
????	?	????	????	C630898-8		De Ph Na Po		529	Im	A4 V	{ -1 }	(G79+0)	[8737]	Be	21	1008
????	?	????	????	E798356-8		Lo		205	Im	K4 V M0 VI	{ -3 }	(721-2)	[5147]	B	10	-28
????	?	????	????	C550654-7	S	De Ni Po Co		635	Im	DM	{ -2 }	(851+1)	[2457]	B	19	40
????	?	????	????	B47A466-C	NS	Wa Ni		307	Im	F5 V	{ +2 }	(A35-2)	[1639]	B	14	-300
????	?	????	????	B410523-B		Ni Ho		532	Im	K5 V BD	{ +1 }	(847-3)	[364B]	B	12	-672
????	?	????	????	D58A266-8	S	Wa Lo		125	Im	A6 III	{ -3 }	(911-3)	[1138]	B	15	-27
????	?	????	????	X2377B7-1		Ho Co	R	508	Im	F5 IV M8 V	{ -2 }	(662+0)	[65A4]	B	18	72
????	?	????	????	C110874-6	S	Ph Na Pi Co		427	Im	M8 II	{ -1 }	(273-3)	[C754]	BDe	16	-126
????	?	????	????	A226487-A	N	Ni		707	Im	G8 VI	{ +1 }	(B35-1)	[352C]	B	16	-165
????	?	????	????	D557320-6	S	Lo		325	Im	G3 V	{ -3 }	(621-5)	[1156]	B	14	-60
????	?	????	????	C210654-A	S	Ni Na		408	Im	M7 V M7 VI	{ +0 }	(K53+5)	[966E]	B	16	1425
????	?	????	????	D565634-6	S	Ni Ag Ri		716	Im	K1 V	{ -1 }	(452+2)	[5518]	BC	15	80
????	?	????	????	B733420-8		Ni Po		814	Im	A3 II K8 V M0 V DK	{ -1 }	(931-1)	[1388]	B	13	-27
????	?	????	????	A0009DG-F		As Va Hi Na In	R	602	Im	F1 V BD	{ +3 }	(B8B-1)	[8C8B]	BE	14	-968
????	?	????	????	A987658-A	N	Ni Ag Ri Co Tu		706	Im	DK BD BD	{ +3 }	(C59-1)	[59AB]	BC	11	-540
????	?	????	????	B69A68A-A	NS	Wa Ni		626	Im	M8 VI	{ +2 }	(K56-1)	[686C]	B	19	-570
????	?	????	????	E200876-8		Va Ph Na Pi Co		103	Im	A7 Ib K2 V M6 V K2 V	{ -2 }	(B74+0)	[4646]	BDe	12	308
????	?	????	????	B561334-8		Lo Co Co		703	Im	M9 V	{ -1 }	(721+0)	[6227]	B	12	14
????	?	????	????	C4439DJ-4	S	Hi In Po	R	127	Im	K2 V BD	{ +0 }	(A88-1)	[7963]	BE	21	-640
????	?	????	????	C67A642-6	S	Wa Ni		416	Im	A4 IV M5 VI M8 V	{ -2 }	(A52+1)	[3418]	B	11	100
????	?	????	????	C454447-A	S	Ni Pa		125	Im	G0 V M7 VI	{ +0 }	(G34+2)	[445A]	Bc	16	384
????	?	????	????	B120776-C		De Na Pi Po		804	Im	F7 V	{ +2 }	(B6B+3)	[897H]	BD	14	2178
????	?	????	????	E79A357-A		Wa Lo		203	Im	F8 V	{ -1 }	(721-1)	[826B]	B	6	-14
????	?	????	????	C444011-5	S	Di		016	Im	A4 IV K1 VI	{ -2 }	(803-1)	[0000]	B	13	-24
????	?	????	????	C332599-6	S	Ni Px Po		224	Im	K9 V BD	{ -2 }	(A43+0)	[4356]	B	10	120
????	?	????	????	C76578D-7	S	Ga Ag Ri Co Tu Fa	A	726	Im	G4 V	{ +1 }	(468-2)	[A858]	BC	17	-384
????	?	????	????	A7B8252-C	N	Fl Lo		908	Im	A4 Ib K8 VI	{ +1 }	(H11+2)	[435C]	B	16	34
????	?	????	????	A55238A-A		Lo Po		135	Im	A0 IV	{ +1 }	(H21+3)	[4447]	B	13	102
????	?	????	????	A548431-8	N	Ni Pa		206	Im	F6 II K6 V	{ -1 }	(G32+1)	[1377]	Bc	16	96
????	?	????	????	B577837-5	NS	Ph Pa Pi		833	Im	A0 V	{ +1 }	(977+1)	[A977]	BcDe	16	441
????	?	????	????	A69A746-A		Wa Pi		627	Im	K4 V	{ +2 }	(D6A-2)	[7986]	BD	17	-1560
????	?	????	????	E356756-8		Ag Fa		324	Im	A8 V	{ -1 }	(A69-2)	[6647]	BC	15	-1080
????	?	????	????	A585100-C	N	Lo		803	Im	M8 III BD	{ +1 }	(F01-4)	[129F]	B	11	-60
????	?	????	????	E654679-1		Ni Ag		321	Im	F6 V	{ -2 }	(451+1)	[4471]	BC	7	20
????	?	????	????	C698455-A		Ni Pa Ho		228	Im	K1 V M6 VI	{ +0 }	(C36+1)	[241E]	Bc	19	216
????	?	????	????	A79A735-C		Wa Pi Co		505	Im	M3 II BD	{ +2 }	(E69-2)	[797F]	BD	11	-1512
????	?	????	????	B764555-A		Ni Ag Pr		801	Im	F4 V G8 VI	{ +2 }	(743+0)	[576B]	BcC	12	84
????	?	????	????	C7A7531-A		Fl Ni		928	Im	M1 V	{ +0 }	(H42+0)	[554E]	B	15	136
????	?	????	????	B220598-B		De Ni Po		305	Im	G0 V	{ +1 }	(847+4)	[968E]	B	14	896
????	?	????	????	D352100-9		Lo Po		626	Im	K2 V BD	{ -2 }	(A01+2)	[6188]	B	19	20
????	?	????	????	B699200-8		Lo		323	Im	G8 V M5 VI	{ -1 }	(D11+0)	[6178]	B	11	13
????	?	????	????	C555564-5		Ni Ag		618	Im	A2 IV	{ -1 }	(744+1)	[44A5]	BC	21	112
????	?	????	????	B253447-8	NS	Ni Po		104	Im	K6 V	{ +0 }	(935+5)	[4487]	B	13	675
????	?	????	????	C57A468-B		Wa Ni Co		703	Im	A4 Ia	{ +0 }	(E34+0)	[841C]	B	10	168
????	?	????	????	E100888-9		Va Ph Na Pi		803	Im	K8 V	{ -1 }	(B75+2)	[976A]	BDe	7	770
????	?	????	????	A47A8AA-A		Wa Ph Pi	A	924	Im	F6 V	{ +2 }	(G76+2)	[8A7A]	BDe	10	1344
????	?	????	????	A21025A-G		Lo		722	Im	G4 V	{ +2 }	(C11-3)	[741G]	B	15	-36
????	?	????	????	B588866-6		Ph Pa Ri Fa		806	Im	F7 V M3 VI	{ +1 }	(77B-1)	[8932]	BcCe	12	-539
????	?	????	????	B664586-8		Ni Ag Pr Ho Tr		106	Im	F8 II K7 V	{ +0 }	(844+0)	[653C]	BcC	14	128
????	?	????	????	B753866-7	NS	Ph Po Ho Tr		632	Im	M2 III	{ +1 }	(A7D+2)	[5963]	Be	15	1820
????	?	????	????	C110656-9		Ni Na		827	Im	K3 V BD	{ -1 }	(C52+3)	[3559]	B	12	360
????	?	????	????	B367001-C		Di Co		008	Im	K6 VI M3 VI	{ +1 }	(F0D+3)	[0000]	B	16	585
????	?	????	????	E8C8764-7		Fl		401	Im	M3 V	{ -2 }	(B65-1)	[9569]	B	5	-330
????	?	????	????	D140310-7		De Lo Po		522	Im	K4 III	{ -3 }	(821-4)	[2158]	B	13	-64
????	?	????	????	X400532-5		Va Ni	R	328	Im	F8 V K3 VI	{ -3 }	(743-1)	[3273]	B	19	-84
????	?	????	????	A246521-D	N	Ni Ag		400	Im	M4 V BD BD	{ +2 }	(745+3)	[477B]	BC	6	420
????	?	????	????	C251656-8		Ni Po Co		20A	Im	K5 V BD DM	{ -2 }	(F50+1)	[842B]	B	16	75
????	?	????	????	A38A436-F	N	Wa Ni		114	Im	M4 VI BD	{ +1 }	(C35+0)	[856B]	B	14	180
????	?	????	????	E679595-8		Ni Co		514	Im	K0 V M8 VI BD	{ -3 }	(C40-2)	[426B]	B	17	-96
????	?	????	????	D244646-6		Ni Ag		215	Im	M6 V	{ -2 }	(554-1)	[5429]	BC	13	-100
????	?	????	????	A9B75AC-C	NS	Fl Ni	R	417	Im	F3 V	{ +2 }	(H45+2)	[876D]	B	18	680
????	?	????	????	E548510-7		Ni Ag Ho		516	Im	F2 V	{ -2 }	(742+3)	[3336]	BC	13	168
????	?	????	????	C566103-9		Lo		434	Im	A4 V	{ -1 }	(H01+3)	[2165]	B	17	51
????	?	????	????	C1007CC-9		Va Na Pi Co	R	116	Im	A1 IV	{ +0 }	(E6A+3)	[5734]	BD	12	2520
????	?	????	????	D57A124-6	S	Wa Lo Ho		518	Im	K5 V	{ -3 }	(601-2)	[1182]	B	16	-12
????	?	????	????	D57A200-A	S	Wa Lo Ho		501	Im	G5 V BD M2 VI	{ -1 }	(C11+2)	[211A]	B	14	24
????	?	????	????	B120327-C	NS	De Lo Po		939	Im	M8 V BD	{ +2 }	(P21+0)	[354D]	B	20	46
????	?	????	????	D733410-4		Ni Po		732	Im	A6 V	{ -3 }	(930-1)	[8154]	B	11	-27
????	?	????	????	B100969-C		Va Hi Na In		916	Im	M7 II BD	{ +3 }	(D86+0)	[9C77]	BE	17	624
????	?	????	????	C447100-A	S	Lo		734	Im	F7 V	{ +0 }	(J01+4)	[115A]	B	16	72
????	?	????	????	D310233-5	S	Lo		202	Im	F8 V	{ -3 }	(811-2)	[3114]	B	13	-16
????	?	????	????	B358000-8		Di		003	Im	F2 V	{ -1 }	(F0A-1)	[0000]	B	7	-150
????	?	????	????	B100303-D		Va Lo		513	Im	F6 IV	{ +1 }	(921-2)	[143E]	B	12	-36
????	?	????	????	C410567-7		Ni		702	Im	G3 V M9 VI	{ -2 }	(A44+1)	[4345]	B	5	160
????	?	????	????	C421BCE-C		He Hi Na In Po Co	R	602	Im	K3 V BD BD	{ +2 }	(6A6-3)	[FD79]	BE	12	-1080
????	?	????	????	B665210-9	NS	Ga Lo Co Tu		227	Im	G0 V	{ +1 }	(C11+0)	[1329]	B	15	12
????	?	????	????	X89A352-6		Wa Lo Co	R	902	Im	K8 V	{ -3 }	(221+0)	[5155]	B	9	4
????	?	????	????	B875674-5	NS	Ni Ag Fr		505	Im	M3 III M2 V	{ +1 }	(555+2)	[7741]	BC	13	250
????	?	????	????	D58A694-4		Wa Ni Ri Co		727	Im	G1 II K5 V	{ -2 }	(552-4)	[6451]	BC	16	-200
????	?	????	????	E300200-9		Va Lo		834	Im	K9 V	{ -2 }	(C11+3)	[513A]	B	13	36
????	?	????	????	A797545-8	NS	Ni Ag Co		904	Im	G7 IV	{ +1 }	(B44+2)	[2619]	BC	14	352
????	?	????	????	E245346-4		Lo		237	Im	F1 V	{ -3 }	(621+0)	[1152]	B	23	12
????	?	????	????	B410547-B		Ni		926	Im	M8 V BD	{ +1 }	(H45+2)	[8639]	B	19	680
????	?	????	????	C75235A-A		Lo Po		835	Im	F5 V	{ +0 }	(E21+2)	[132A]	B	18	56
????	?	????	????	E256342-5		Lo Ho		902	Im	F1 IV DK M7 VI	{ -3 }	(821+5)	[5143]	B	7	80
????	?	????	????	E221425-9		Ni Po		839	Im	G7 V M1 VI BD	{ -2 }	(K30+2)	[4225]	B	16	114
????	?	????	????	E848662-1		Ni Ag Co		505	Im	G2 IV M1 V	{ -2 }	(A50+5)	[4461]	BC	11	250
????	?	????	????	E635300-6		Lo		503	Im	F6 V	{ -3 }	(821-1)	[3156]	B	16	-16
????	?	????	????	E410868-8		Ph Na Pi Co		614	Im	K3 V M9 V BD	{ -2 }	(B74+1)	[7668]	BDe	13	308
????	?	????	????	D233352-5	S	Lo Po		705	Im	K5 V M7 VI	{ -3 }	(921+0)	[5156]	B	13	18
????	?	????	????	D367452-8	S	Ni Pa Fa		902	Im	F1 V	{ -3 }	(731-3)	[6188]	Bc	11	-63
????	?	????	????	C9C7234-6	S	Fl Lo		931	Im	A2 II	{ -2 }	(611-1)	[1152]	B	12	-6
????	?	????	????	B587983-A		Hi Pr Ri		505	Im	G5 V M5 VI	{ +4 }	(C87+3)	[9D7A]	BcCEf	16	2016
????	?	????	????	E331553-A		Ni Po		807	Im	K1 V	{ -1 }	(H43-4)	[6479]	B	15	-816
????	?	????	????	B667510-9		Ga Ni Ag Pr Co Tu Fa		903	Im	G3 VI	{ +1 }	(942+1)	[3619]	BcC	13	72
????	?	????	????	A656531-B	N	Ga Ni Ag		725	Im	M1 V BD	{ +2 }	(E43+1)	[376C]	BC	10	168
????	?	????	????	B663768-5		Ri		408	Im	K3 V	{ +1 }	(869+4)	[9886]	BC	15	1728
????	?	????	????	D577405-3		Ni Pa Co		204	Im	M1 V	{ -3 }	(A30+1)	[1192]	Bc	14	30
????	?	????	????	A346564-9	N	Ni Ag		904	Im	A0 V G6 VI DG	{ +1 }	(C44-1)	[162E]	BC	13	-192
????	?	????	????	D687456-8	S	Ga Ni Pa Co Co Tu		738	Im	F3 V M1 VI M3 V	{ -3 }	(F30+4)	[614A]	Bc	17	180
????	?	????	????	C66368B-3		Ni Ri Co Tu		709	Im	M1 V	{ -1 }	(B51+5)	[7521]	BC	19	275
????	?	????	????	B554579-7		Ni Ag Co		604	Im	G7 V	{ +0 }	(841-3)	[552C]	BC	11	-96
????	?	????	????	C577745-7		Ag Pi		828	Im	M0 V BD	{ +0 }	(56B+1)	[2736]	BCD	18	330
????	?	????	????	C69A8AB-A		Wa Ph Pi Co	A	101	Im	K5 VI M8 VI	{ +1 }	(97B-1)	[897C]	BDe	11	-693
????	?	????	????	C374400-6		Ni Pa		801	Im	K2 VI M7 VI BD	{ -2 }	(433-1)	[6218]	Bc	9	-36
????	?	????	????	C7A5112-7		Fl Lo		204	Im	F6 IV	{ -2 }	(401+1)	[5177]	B	11	4
????	?	????	????	A998521-8	N	Ni Ag Co		614	Im	DG K4 VI	{ +0 }	(C45-4)	[655C]	BC	16	-960
????	?	????	????	E643635-1		Ni Po Ho Tr		407	Im	F2 V M5 VI	{ -3 }	(550+4)	[7341]	B	18	100
????	?	????	????	C9B2564-8		Fl He Ni		504	Im	F0 V	{ -2 }	(B40-4)	[734B]	B	14	-176
????	?	????	????	A8A66A6-8		Fl Ni Co Co		407	Im	F6 V	{ -1 }	(D54+1)	[7557]	B	15	260
????	?	????	????	A747775-A	N	Ag Pi		213	Im	K4 II	{ +3 }	(B65+3)	[7A28]	BCD	12	990
????	?	????	????	A300443-A	NS	Va Ni Ho		425	Im	K0 V	{ +2 }	(A38+4)	[666B]	B	17	960
????	?	????	????	D1007CD-8	S	Va Na Pi	R	205	Im	DM	{ -2 }	(C64+0)	[852C]	BD	18	288
????	?	????	????	B542430-9		He Ni Po Fa		924	Im	F8 IV K3 V BD	{ +0 }	(G34-2)	[6458]	B	14	-384
????	?	????	????	E400055-8		Va Di		010	Im	M6 III BD	{ -3 }	(906-1)	[0000]	B	6	-54
????	?	????	????	A300765-C	N	Va Na Pi Ho		134	Im	F7 V K3 VI M5 VI M6 VI	{ +2 }	(969-2)	[691D]	BD	19	-972
????	?	????	????	C7996BA-6		Ni	A	609	Im	F7 V	{ -2 }	(750+4)	[4457]	B	19	140
????	?	????	????	A455551-A		Ni Ag		212	Im	F0 V	{ +2 }	(D48+2)	[871F]	BC	11	832
????	?	????	????	E222722-3		Na Pi Po		302	Im	K3 III BD	{ -2 }	(567+0)	[7594]	BD	12	210
????	?	????	????	C855110-8	S	Ga Lo		50A	Im	A8 V	{ -2 }	(J01+3)	[6139]	B	22	54
????	?	????	????	E5677AA-1		Ag Ri	A	115	Im	F3 IV G4 V	{ +0 }	(C67+2)	[5781]	BC	17	1008
????	?	????	????	A9C6210-D		Fl Lo		335	Im	M3 V	{ +1 }	(J11-1)	[534D]	B	21	-18
????	?	????	????	C5359CB-6	S	Hi Ho	R	832	Im	F3 V	{ +0 }	(887+3)	[A97A]	BE	10	1344
????	?	????	????	A33658C-C		Ni Ho Co	A	836	Im	A8 V DK	{ +1 }	(D42-1)	[662A]	B	17	-104
????	?	????	????	C327875-6	S	Ph Pi		324	Im	G1 V M9 VI BD BD	{ -1 }	(376+0)	[A797]	BDe	17	126
????	?	????	????	X5366A8-0		Ni	R	827	Im	M9 V DM BD	{ -3 }	(B50-4)	[B341]	B	14	-220
????	?	????	????	D441210-4	S	He Lo Po		20A	Im	F7 VI M3 VI	{ -3 }	(511+0)	[4169]	B	17	5
????	?	????	????	CFF8400-A	S	Ni		204	Im	A3 V	{ +0 }	(D33-4)	[746B]	B	10	-468
????	?	????	????	B6618A6-8		Ph Ri Co Fa		201	Im	A2 V	{ +1 }	(778+2)	[497C]	BCe	5	784
????	?	????	????	B300321-C		Va Lo		408	Im	F9 II	{ +1 }	(D21-3)	[3447]	B	17	-78
????	?	????	????	C26A698-8		Ni Ri		716	Im	F3 V M3 VI	{ -1 }	(C50+0)	[255D]	BC	17	60
????	?	????	????	C77A334-A		Wa Lo		306	Im	K3 V M3 VI	{ +0 }	(F21+0)	[8356]	B	10	30
????	?	????	????	C100258-9	S	Va Lo Co		306	Im	G9 V BD	{ -1 }	(E11-1)	[2136]	B	14	-14
????	?	????	????	B326576-C		Ni		915	Im	A7 V	{ +1 }	(H42+1)	[267B]	B	12	136
????	?	????	????	B200653-B		Va Ni Na Fa		926	Im	F0 V	{ +1 }	(E53+3)	[477D]	B	12	630
????	?	????	????	D424DB8-C	S	Hi In		326	Im	F0 V	{ +1 }	(FC9+1)	[EE6C]	BE	17	1620
????	?	????	????	D230665-3		De Ni Na Po Co		937	Im	K1 IV DM	{ -3 }	(A50-2)	[B3A1]	B	17	-100
????	?	????	????	E688443-5		Ni Pa		504	Im	DK	{ -3 }	(731-1)	[2148]	Bc	14	-21
????	?	????	????	C330427-7	S	De Ni Po		907	Im	K3 V	{ -2 }	(A33+3)	[7217]	B	19	270
????	?	????	????	E59A665-5		Wa Ni		70A	Im	M9 II	{ -3 }	(550+1)	[5355]	B	17	25
????	?	????	????	A449345-D		Lo		807	Im	M4 V BD	{ +1 }	(C21+0)	[5439]	B	17	24
????	?	????	????	B438797-8		Co		205	Im	K7 V BD	{ +0 }	(969-1)	[575A]	B	14	-486
????	?	????	????	B410754-B	NS	Na Pi Fa		408	Im	M5 V BD	{ +3 }	(F6C-2)	[9A6E]	BD	17	-2160
????	?	????	????	D222721-8	S	Na Pi Po		606	Im	M5 V	{ -2 }	(D62+1)	[3568]	BD	14	156
????	?	????	????	A278200-E	N	Lo		927	Im	A4 IV	{ +1 }	(K11+3)	[335D]	B	19	57
????	?	????	????	E59A545-7		Wa Ni Ho		302	Im	K2 IV	{ -3 }	(B43-1)	[7276]	B	12	-132
????	?	????	????	D000310-7	S	As Va Lo Co		707	Im	G3 V K7 VI	{ -3 }	(721-3)	[1178]	B	18	-42
????	?	????	????	C767877-3	S	Ga Ph Pa Ri		306	Im	K7 VI	{ +0 }	(876+2)	[8834]	BcCe	15	672
????	?	????	????	A634202-C		Lo Co		623	Im	F2 V	{ +1 }	(E11-1)	[135B]	B	14	-14
????	?	????	????	A6456AA-7		Ni Ag Co Tu Fa	A	819	Im	M5 V BD BD	{ +0 }	(B53-1)	[9687]	BC	15	-165
????	?	????	????	B200320-A		Va Lo Co		731	Im	A1 III	{ +1 }	(A21-2)	[441A]	B	9	-40
????	?	????	????	C000100-A	S	As Va Lo Co		809	Im	M8 V BD	{ +0 }	(H01+1)	[617D]	B	18	17
????	?	????	????	B354220-B		Lo Co Co		801	Im	G1 V	{ +1 }	(611-1)	[1317]	B	10	-6
????	?	????	????	B989100-8	NS	Lo Co		336	Im	M2 VI BD BD	{ +0 }	(B01+3)	[1148]	B	20	33
????	?	????	????	D563304-5	S	Lo		313	Im	A9 Ib G7 V G0 V	{ -3 }	(721-2)	[8168]	B	13	-28
????	?	????	????	C878597-9	S	Ni Ag		805	Im	F4 V	{ +0 }	(E43+0)	[7526]	BC	13	168
????	?	????	????	C210464-8		Ni Co Re		30A	Im	M7 V BD BD	{ -2 }	(J34-4)	[5244]	B	14	-864
????	?	????	????	EDE8459-5		Ni		502	Im	G0 III BD BD	{ -3 }	(931-1)	[1145]	B	14	-27
????	?	????	????	D577799-4	S	Ag Pi		704	Im	A7 III	{ -1 }	(C66+4)	[6646]	BCD	14	1728
????	?	????	????	A3427BD-B		He Pi Po	R	336	Im	K7 V M2 VI BD	{ +2 }	(H6A+4)	[791B]	BD	16	4080
????	?	????	????	E269253-9		Lo		834	Im	G1 IV	{ -2 }	(B11-3)	[417C]	B	15	-33
????	?	????	????	C5559C9-A	S	Hi	A	325	Im	F7 V	{ +2 }	(E86-2)	[AB4A]	BE	14	-1344
????	?	????	????	C9B4673-5	S	Fl Ni		801	Im	M4 II BD	{ -2 }	(650+3)	[6471]	B	13	90
????	?	????	????	C420874-A		De He Ph Na Pi Po Co		901	Im	A3 V	{ +1 }	(A74+0)	[898A]	BDe	6	280
????	?	????	????	B510332-9		Lo Co		514	Im	K6 V BD	{ +0 }	(A21+0)	[632A]	B	16	20
????	?	????	????	A541555-C	NS	He Ni Po		504	Im	K7 V M7 VI DM	{ +2 }	(B48-2)	[671D]	B	13	-704
????	?	????	????	C664520-5		Ni Ag Pr		705	Im	A5 V M7 V	{ -1 }	(741-1)	[5454]	BcC	10	-28
????	?	????	????	C585544-9		Ni Ag Pr		627	Im	G4 III	{ +0 }	(F44-4)	[3558]	BcC	15	-960
????	?	????	????	E000314-8		As Va Lo Ho		907	Im	F6 IV	{ -3 }	(G21+0)	[516B]	B	16	32
????	?	????	????	C200351-A		Va Lo Co		634	Im	M7 II	{ +0 }	(F21+1)	[1367]	B	12	30
????	?	????	????	B341412-9		He Ni Po		715	Im	G4 III	{ +0 }	(E36-3)	[146B]	B	12	-756
????	?	????	????	A7638AC-8		Ph Ri	R	406	Im	F2 V	{ +1 }	(E78+4)	[7946]	BCe	13	3136
????	?	????	????	C849564-9		Ni		727	Im	K0 V	{ -1 }	(L42+1)	[741C]	B	18	160
????	?	????	????	C668668-6		Ni Ag Ri		505	Im	G7 VI	{ +0 }	(B53+0)	[7616]	BC	13	165
????	?	????	????	CCC9566-8	S	Fl Ni		625	Im	F7 V	{ -2 }	(B43-2)	[2338]	B	16	-264
