Orbit,Decimal Orbit,Orbital Distance,Name,Content Type,UWP,TCs and Remarks,Orbit,Orbital Distance,Diameter,Jump Point distance,Time to Jump Point at ...,Density Type,Density,Mass,Surface Gravity (G),Rotation Period,Orbital Period,Axial Tilt,Surface Atmospheric Pressure,Atmosphere Composition,Albedo,Greenhouse,Base Surface Temperature,Base Daytime temperature,Base Nighttime temperature,Summer temperature increase,Winter temperature decrease,Upper Temperature Limit,Lower Temperature Limit,Hydrographic Percentage,Surface Liquid Composition,Native Life,Native Intelligent Life,Seismic Stress
Primary,,,,Star,G4 V,
0,0.5,0.3 AU,,Inferno,Y8B0000-0,He Ba Tz,0.5,0.3,12252,85077399,1G: 5h 7m 27s; 2G: 3h 37m 24s; 3G: 2h 57m 30s; 4G: 2h 33m 43s; 5G: 2h 17m 29s; 6G: 2h 5m 31s; ,Heavy Core,1.5,1.5,1.5,1471.68,0.168,0,1,Corrosive gas mix at temperature 507&deg;C and at Standard pressure. The atmosphere is composed of Carbon Dioxide(99.9609925%) and Sulfur Dioxide(0.0390075%). ,0.36,1.9,507,2457,390,0,0,2457,390,2,Sulfuric Acid,No,Extinct Exotic Natives,3,
,gee,79776 km,,Ice world,Y333113-8,Lo Po Fr Sa Lk,gee,79776,4011,917424,1G: 31m 55s; 2G: 22m 34s; 3G: 18m 25s; 4G: 15m 57s; 5G: 14m 16s; 6G: 13m 2s; ,Icy Body,0.4,0.02109,0.15,114.91,0.171,25,0.25,Standard Oxygen / Nitrogen Mix with a taint caused by Pollutants,0.19,1,-230,-196,-251,15,25,-196,-251,27,Water,No,Transients,17
,que,1495800 km,,Ice world,Y535042-6,Fr Sa,que,1495800,8609,860900,1G: 30m 55s; 2G: 21m 52s; 3G: 17m 51s; 4G: 15m 27s; 5G: 13m 49s; 6G: 12m 37s; ,Icy Body,0.34,0.08301,0.21,29.04,13.92,6,0.18,Standard Oxygen / Nitrogen Mix with a taint caused by Sulfur Compounds,0.19,1,-230,-218,-251,4,6,-196,-251,47,Water,No,Catastrophic Extinct Natives,3
10,10.1,84.5 AU,,Rad world,Y9A2000-0,Fl He Ba Fr,10.1,84.5,14334,1433400,1G: 39m 54s; 2G: 28m 13s; 3G: 23m 2s; 4G: 19m 57s; 5G: 17m 50s; 6G: 16m 17s; ,Molten Core,1.02,1.452,1.15,29.01,792.774,21,1.9,Exotic gas mix at Dense pressure. The atmosphere is composed o and Carbon Dioxide(100%). ,0.32,1.4,-237,-231,-241,13,21,-93,-241,23,Water,No,Extinct Exotic Natives,0,
11,10.8,139 AU,,Rad world,YB9A000-0,Oc Ba,10.8,139,18043,1804300,1G: 44m 46s; 2G: 31m 39s; 3G: 25m 51s; 4G: 22m 23s; 5G: 20m 1s; 6G: 18m 16s; ,Molten Core,1.02,2.652,1.4,13,1672.579,36,1.9,Standard Oxygen / Nitrogen Mix with a taint caused by Disease,0.5,1.15,-256,-253,-258,22,36,-188,-258,100,Water,Yes,Extinct Natives,76,
,cee,54129 km,,Rad world,Y538000-0,Ba Fr Sa Lk,cee,54129,8131,1750171,1G: 44m 5s; 2G: 31m 10s; 3G: 25m 27s; 4G: 22m 2s; 5G: 19m 43s; 6G: 18m 0s; ,Molten Core,1.08,0.264,0.68,18.81,0.028,14,0.23,Standard Oxygen / Nitrogen Mix with a taint caused by Sulfur Compounds,0.4,1,-255,-247,-264,8,14,-241,-264,78,Water,No,Extinct Natives,92
,ee,90215 km,,Ice world,Y67A143-4,Wa Lo Fr Sa Lk,ee,90215,9815,1714085,1G: 43m 38s; 2G: 30m 51s; 3G: 25m 11s; 4G: 21m 49s; 5G: 19m 31s; 6G: 17m 48s; ,Icy Body,0.32,0.135,0.24,40.99,0.061,37,0.95,Standard Oxygen / Nitrogen Mix with a taint caused by Pollutants,0.45,1.1,-255,-245,-258,22,37,-210,-258,100,Water,Yes,Transients,59
,arr,3608600 km,,Ice world,Y565000-6,Di Fr Sa,arr,3608600,8562,856200,1G: 30m 50s; 2G: 21m 48s; 3G: 17m 48s; 4G: 15m 25s; 5G: 13m 47s; 6G: 12m 35s; ,Icy Body,0.36,0.08789,0.22,37.29,15.386,8,1,Standard Oxygen / Nitrogen Mix,0.27,1.1,-249,-240,-253,5,8,-189,-253,52,Water,Yes,Catastrophic Extinct Natives,0
12,12,308 AU,,Worldlet,Y000300-6,As Lo,12,308,566,56600,1G: 7m 55s; 2G: 5m 36s; 3G: 4m 34s; 4G: 3m 57s; 5G: 3m 32s; 6G: 3m 14s; ,Rocky Body,0.68,0.00006,0.0304,21,5516.841,37,0,None,0.24,1,-258,-256,-270,22,37,-256,-270,3,Water,No,Transients,0,
13,13,615 AU,,Ice world,Y356000-6,Di Fr,13,615,4151,415100,1G: 21m 28s; 2G: 15m 11s; 3G: 12m 23s; 4G: 10m 44s; 5G: 9m 36s; 6G: 8m 46s; ,Icy Body,0.22,0.0116,0.0825,17,15566.001,34,0.5,Standard Oxygen / Nitrogen Mix,0.34,1.05,-263,-258,-266,20,34,-248,-266,56,Water,Yes,Catastrophic Extinct Natives,8,
,cee,12453 km,,Rad world,Y000000-0,As Ba Sa Lk,cee,12453,479,402647,1G: 21m 9s; 2G: 14m 57s; 3G: 12m 12s; 4G: 10m 34s; 5G: 9m 27s; 6G: 8m 38s; ,Icy Body,0.26,0.00001,0.0071,34.27,0.051,22,0,None,0.32,1,-263,-262,-271,13,22,-262,-271,1,Water,No,No sign of intelligent life,24
,dee,16604 km,,Big world,Y000321-8,As Lo Sa Lk,dee,16604,645,398496,1G: 21m 2s; 2G: 14m 52s; 3G: 12m 8s; 4G: 10m 31s; 5G: 9m 24s; 6G: 8m 35s; ,Icy Body,0.32,0.00004,0.0156,53.08,0.079,32,0,None,0.32,1,-263,-262,-271,19,32,-262,-271,1,Water,No,Transients,17
,aitch,41510 km,,Big world,H000388-7,As Lo Sa Lk,aitch,41510,479,373590,1G: 20m 22s; 2G: 14m 24s; 3G: 11m 45s; 4G: 10m 11s; 5G: 9m 6s; 6G: 8m 19s; ,Icy Body,0.36,0.00002,0.0142,208.99,0.311,34,0,None,0.3,1,-263,-262,-271,20,34,-262,-271,0,Water,No,Transients,4
